분류종류,분류차순정보,분류범위,신분류코드,신분류항목명,구분류코드,구분류항목명
KSCO,8,3,843,비금속제품 생산기 조작원,843,비금속제품 생산기 조작원
KSCO,8,3,851,금속 공작 기계 조작원,851,금속 공작 기계 조작원
KSCO,8,3,852,냉난방 관련 설비 조작원,852,냉난방 관련 설비 조작원
KSCO,8,3,853,자동 조립라인 및 산업용로봇 조작원,853,자동 조립라인 및 산업용로봇 조작원
KSCO,8,3,854,운송차량 조립원,854,운송차량 및 기계 관련 조립원
KSCO,8,3,855,기계 및 기계 부품 조립원,854,운송차량 및 기계 관련 조립원
KSCO,8,3,855,기계 및 기계 부품 조립원,855,금속기계 부품 조립원
KSCO,8,3,861,발전 및 배전 장치 조작원,861,발전 및 배전장치 조작원
KSCO,8,3,862,전기 및 전자설비 조작원,862,전기 및 전자설비 조작원
KSCO,8,3,863,전기ㆍ전자 부품 및 제품 제조 장치 조작원,863,전기·전자 부품 및 제품 제조 장치 조작원
KSCO,8,3,864,전기ㆍ전자 부품 및 제품 조립원,864,전기·전자 부품 및 제품 조립원
KSCO,8,3,871,철도ㆍ전동차 기관사 및 관련 종사자,871,철도 및 전동차 기관사
KSCO,8,3,871,철도ㆍ전동차 기관사 및 관련 종사자,872,철도운송 관련 종사자
KSCO,8,3,872,자동차 운전원,873,자동차 운전원
KSCO,8,3,873,물품 이동 장비 조작원,874,물품 이동 장비 조작원
KSCO,8,3,874,건설 및 채굴기계 운전원,875,건설 및 채굴기계 운전원
KSCO,8,3,875,선박 승무원 및 관련 종사자,876,선박 승무원 및 관련 종사자
KSCO,8,3,881,상하수도 처리 장치 조작원,881,상하수도 처리 장치 조작원
KSCO,8,3,882,재활용 처리 및 소각로 조작원,882,재활용 처리 및 소각로 조작원
KSCO,8,3,891,목재 및 종이 관련 기계 조작원,891,목재 및 종이 관련 기계 조작원
KSCO,8,3,892,인쇄 및 사진 현상 관련 기계 조작원,892,인쇄 및 사진 현상 관련 기계 조작원
KSCO,8,3,899,기타 기계 조작원,899,기타 기계 조작원
KSCO,8,3,910,건설 및 광업 단순 종사자,910,건설 및 광업 단순 종사자
KSCO,8,3,921,하역ㆍ적재 및 분류 단순 종사자,921,하역 및 적재 단순 종사자
KSCO,8,3,922,배달원,922,배달원
KSCO,8,3,930,제조 관련 단순 종사자,891,목재 및 종이 관련 기계 조작원
KSCO,8,3,930,제조 관련 단순 종사자,930,제조 관련 단순 종사자
KSCO,8,3,941,청소 관련 종사자,941,청소원 및 환경미화원
KSCO,8,3,942,건물 관리원,942,건물 관리원 및 검표원
KSCO,8,3,951,가사 및 육아 도우미,951,가사 및 육아 도우미
KSCO,8,3,952,음식 관련 단순 종사자,952,음식 관련 단순 종사자
KSCO,8,3,953,판매 관련 단순 종사자,953,판매 관련 단순 종사자
KSCO,8,3,991,농림어업 관련 단순 종사자,991,농림·어업 관련 단순 종사자
KSCO,8,3,992,계기ㆍ자판기 및 주차 관리 종사자,992,계기·자판기 및 주차 관리 종사자
KSCO,8,3,999,기타 서비스 관련 단순 종사자,942,건물 관리원 및 검표원
KSCO,8,3,999,기타 서비스 관련 단순 종사자,999,기타 서비스 관련 단순 종사자
KSCO,8,3,A01,장교,A01,장교
KSCO,8,3,A02,준사관,A01,장교
KSCO,8,3,A03,부사관,A02,부사관
KSCO,8,3,A09,기타 군인,A09,기타 군인
KSCO,8,4,1111,의회 의원,1110,의회 의원·고위 공무원 및 공공단체 임원
KSCO,8,4,1112,고위 공무원 및 정당ㆍ특수 단체 임원,1110,의회 의원·고위 공무원 및 공공단체 임원
KSCO,8,4,1120,기업 대표 및 기업 고위 임원,1110,의회 의원·고위 공무원 및 공공단체 임원
KSCO,8,4,1120,기업 대표 및 기업 고위 임원,1120,기업 고위 임원
KSCO,8,4,1211,정부 행정 관리자,1211,정부행정 관리자
KSCO,8,4,1212,경영 지원 관리자,1212,경영 지원 관리자
KSCO,8,4,1220,마케팅 및 광고ㆍ홍보 관리자,1220,마케팅 및 광고·홍보 관리자
KSCO,8,4,1311,연구 관리자,1311,연구 관리자
KSCO,8,4,1312,교육 관리자,1312,교육 관리자
KSCO,8,4,1313,법률ㆍ경찰ㆍ소방 및 교도 관리자,1313,법률·경찰·소방 및 교도 관리자
KSCO,8,4,1320,보험 및 금융 관리자,1320,보험 및 금융 관리자
KSCO,8,4,1331,보건 의료 관련 관리자,1331,보건 의료 관련 관리자
KSCO,8,4,1332,사회복지 관련 관리자,1332,사회복지 관련 관리자
KSCO,8,4,1340,문화ㆍ예술 관련 관리자,1340,문화·예술 관련 관리자
KSCO,8,4,1350,정보 통신 관련 관리자,1350,정보 통신 관련 관리자
KSCO,8,4,1390,기타 전문 서비스 관리자,1390,기타 전문 서비스 관리자
KSCO,8,4,1411,건설 및 광업 관련 관리자,1411,건설 및 광업 관련 관리자
KSCO,8,4,1412,전기ㆍ가스 및 수도 관련 관리자,1412,전기·가스 및 수도 관련 관리자
KSCO,8,4,1413,제품 생산 관련 관리자,1413,제품 생산 관련 관리자
KSCO,8,4,1490,기타 건설ㆍ전기 및 생산 관련 관리자,1490,기타 건설·전기 및 생산 관련 관리자
KSCO,8,4,1511,영업 및 판매 관련 관리자,1511,영업 및 판매 관련 관리자
KSCO,8,4,1512,운송 관련 관리자,1512,운송 관련 관리자
KSCO,8,4,1521,숙박ㆍ여행ㆍ오락 및 스포츠 관련 관리자,1521,숙박·여행·오락 및 스포츠 관련 관리자
KSCO,8,4,1522,음식 서비스 관련 관리자,1522,음식 서비스 관련 관리자
KSCO,8,4,1530,환경ㆍ청소 및 경비 관련 관리자,1530,환경·청소 및 경비 관련 관리자
KSCO,8,4,1590,기타 판매 및 고객 서비스 관리자,1590,기타 판매 및 고객 서비스 관리자
KSCO,8,4,2111,생명과학 연구원,2111,생명과학 연구원
KSCO,8,4,2111,생명과학 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2112,자연과학 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2112,자연과학 연구원,2112,자연과학 연구원
KSCO,8,4,2121,인문과학 연구원,2121,인문과학 연구원
KSCO,8,4,2121,인문과학 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2122,사회과학 연구원,2122,사회과학 연구원
KSCO,8,4,2122,사회과학 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2131,생명과학 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2131,생명과학 시험원,2131,생명과학 시험원
KSCO,8,4,2132,농림어업 관련 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2132,농림어업 관련 시험원,2132,농림·어업 관련 시험원
KSCO,8,4,2133,자연과학 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2133,자연과학 시험원,2133,자연과학 시험원
KSCO,8,4,2211,컴퓨터 하드웨어 기술자 및 연구원,2211,컴퓨터 하드웨어 기술자 및 연구원
KSCO,8,4,2211,컴퓨터 하드웨어 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2212,통신공학 기술자 및 연구원,2212,통신공학 기술자 및 연구원
KSCO,8,4,2212,통신공학 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2221,컴퓨터 시스템 전문가,2221,컴퓨터 시스템 전문가
KSCO,8,4,2221,컴퓨터 시스템 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2222,시스템 소프트웨어 개발자,2222,시스템 소프트웨어 개발자
KSCO,8,4,2222,시스템 소프트웨어 개발자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2223,응용 소프트웨어 개발자,2223,응용 소프트웨어 개발자
KSCO,8,4,2223,응용 소프트웨어 개발자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2224,웹 개발자,2224,웹 개발자
KSCO,8,4,2224,웹 개발자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2229,기타 컴퓨터 시스템 및 소프트웨어 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2229,기타 컴퓨터 시스템 및 소프트웨어 전문가,2229,기타 컴퓨터 시스템 및 소프트웨어 전문가
KSCO,8,4,2231,네트워크 시스템 개발자,2232,네트워크 시스템 개발자
KSCO,8,4,2231,네트워크 시스템 개발자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2232,정보 보안 전문가,2233,정보 보안 전문가
KSCO,8,4,2232,정보 보안 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2239,기타 네트워크 및 정보 보안 전문가,2239,기타 데이터 및 네트워크 관련 전문가
KSCO,8,4,2239,기타 네트워크 및 정보 보안 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2241,데이터 시스템 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2241,데이터 시스템 전문가,2231,데이터 전문가
KSCO,8,4,2242,데이터 분석가,2231,데이터 전문가
KSCO,8,4,2242,데이터 분석가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2251,정보 시스템 운영자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2251,정보 시스템 운영자,2241,정보 시스템 운영자
KSCO,8,4,2252,웹 운영자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2252,웹 운영자,2242,웹 운영자
KSCO,8,4,2260,통신 및 방송 송출 장비 기사,2250,통신 및 방송 송출 장비 기사
KSCO,8,4,2260,통신 및 방송 송출 장비 기사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2311,건축가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2311,건축가,2311,건축가
KSCO,8,4,2312,건축공학 기술자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2312,건축공학 기술자,2312,건축공학 기술자
KSCO,8,4,2313,토목공학 기술자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2313,토목공학 기술자,2313,토목공학 기술자
KSCO,8,4,2314,조경 기술자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2314,조경 기술자,2314,조경 기술자
KSCO,8,4,2315,도시 및 교통 관련 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2315,도시 및 교통 관련 전문가,2315,도시 및 교통 관련 전문가
KSCO,8,4,2316,측량 및 공간정보 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2316,측량 및 공간정보 전문가,2316,측량 및 지리 정보 전문가
KSCO,8,4,2317,건설자재 시험원,2317,건설자재 시험원
KSCO,8,4,2317,건설자재 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2321,화학공학 기술자 및 연구원,2321,화학공학 기술자 및 연구원
KSCO,8,4,2321,화학공학 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2322,화학공학 시험원,2322,화학공학 시험원
KSCO,8,4,2322,화학공학 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2331,금속ㆍ재료공학 연구원 및 기술자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2331,금속ㆍ재료공학 연구원 및 기술자,2331,금속·재료 공학 연구원 및 기술자
KSCO,8,4,2332,금속 및 재료공학 시험원,2332,금속 및 재료 공학 시험원
KSCO,8,4,2332,금속 및 재료공학 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2341,전기공학 기술자 및 연구원,2341,전기공학 기술자 및 연구원
KSCO,8,4,2341,전기공학 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2342,반도체공학 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2342,반도체공학 기술자 및 연구원,2342,전자공학 기술자 및 연구원
KSCO,8,4,2343,전자공학 기술자 및 연구원,2342,전자공학 기술자 및 연구원
KSCO,8,4,2343,전자공학 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2344,전기 및 전자공학 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2344,전기 및 전자공학 시험원,2343,전기 및 전자공학 시험원
KSCO,8,4,2351,기계공학 기술자 및 연구원,2351,기계공학 기술자 및 연구원
KSCO,8,4,2351,기계공학 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2352,로봇공학 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2352,로봇공학 기술자 및 연구원,2352,로봇공학 기술자 및 연구원
KSCO,8,4,2353,기계 및 로봇공학 시험원,2353,기계 및 로봇공학 시험원
KSCO,8,4,2353,기계 및 로봇공학 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2361,방재 기술자 및 연구원,2361,방재 기술자 및 연구원
KSCO,8,4,2361,방재 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2362,소방공학 기술자 및 연구원,2362,소방공학 기술자 및 연구원
KSCO,8,4,2362,소방공학 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2363,산업안전 및 산업위험 관리 기술자 ,2364,산업 안전 및 위험 관리원
KSCO,8,4,2363,산업안전 및 산업위험 관리 기술자 ,2620,정부 및 공공 행정 전문가
KSCO,8,4,2364,산업보건 및 산업환경 관리 기술자,2365,보건 위생 및 환경 검사원
KSCO,8,4,2364,산업보건 및 산업환경 관리 기술자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2365,소방ㆍ방재 및 산업안전 시험원,2366,비파괴 검사원
KSCO,8,4,2365,소방ㆍ방재 및 산업안전 시험원,2364,산업 안전 및 위험 관리원
KSCO,8,4,2365,소방ㆍ방재 및 산업안전 시험원,2363,소방공학 시험원
KSCO,8,4,2365,소방ㆍ방재 및 산업안전 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2371,환경공학 기술자 및 연구원,2371,환경공학 기술자 및 연구원
KSCO,8,4,2371,환경공학 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2372,신재생에너지 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2372,신재생에너지 기술자 및 연구원,2372,가스·에너지 기술자 및 연구원
KSCO,8,4,2373,가스ㆍ에너지 기술자 및 연구원,2372,가스·에너지 기술자 및 연구원
KSCO,8,4,2373,가스ㆍ에너지 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2374,환경공학 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2374,환경공학 시험원,2373,환경공학 시험원
KSCO,8,4,2375,신재생에너지 시험원,2374,가스 및 에너지 시험원
KSCO,8,4,2375,신재생에너지 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2376,가스 및 에너지 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2376,가스 및 에너지 시험원,2374,가스 및 에너지 시험원
KSCO,8,4,2381,항공기 조종사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2381,항공기 조종사,2381,항공기 조종사
KSCO,8,4,2382,선장 및 항해사ㆍ도선사,2382,선장·항해사 및 도선사
KSCO,8,4,2382,선장 및 항해사ㆍ도선사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2383,관제사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2383,관제사,2383,관제사
KSCO,8,4,2391,식품공학 기술자 및 연구원,2391,식품공학 기술자 및 연구원
KSCO,8,4,2391,식품공학 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2392,섬유공학 기술자 및 연구원,2392,섬유공학 기술자 및 연구원
KSCO,8,4,2392,섬유공학 기술자 및 연구원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2393,식품공학 시험원,2393,식품공학 시험원
KSCO,8,4,2393,식품공학 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2394,섬유공학 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2394,섬유공학 시험원,2394,섬유공학 시험원
KSCO,8,4,2395,제도사,2395,제도사
KSCO,8,4,2395,제도사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2399,기타 공학 관련 기술자 및 시험원,2399,기타 공학 관련 기술자 및 시험원
KSCO,8,4,2399,기타 공학 관련 기술자 및 시험원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2411,전문 의사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2411,전문 의사,2411,전문 의사
KSCO,8,4,2412,일반 의사,2412,일반 의사
KSCO,8,4,2412,일반 의사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2413,한의사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2413,한의사,2413,한의사
KSCO,8,4,2414,치과의사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2414,치과의사,2414,치과 의사
KSCO,8,4,2420,수의사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2420,수의사,2415,수의사
KSCO,8,4,2431,약사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2431,약사,2420,약사 및 한약사
KSCO,8,4,2432,한약사,2420,약사 및 한약사
KSCO,8,4,2432,한약사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2440,간호사,2430,간호사
KSCO,8,4,2440,간호사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2450,영양사,2440,영양사
KSCO,8,4,2450,영양사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2461,임상병리사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2461,임상병리사,2451,임상병리사
KSCO,8,4,2462,방사선사,2452,방사선사
KSCO,8,4,2462,방사선사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2463,치과기공사,2453,치과기공사
KSCO,8,4,2463,치과기공사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2464,치과위생사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2464,치과위생사,2454,치과위생사
KSCO,8,4,2465,재활공학 기사,2455,재활공학 기사
KSCO,8,4,2465,재활공학 기사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2466,물리 및 작업 치료사,2456,물리 및 작업 치료사
KSCO,8,4,2466,물리 및 작업 치료사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2467,임상심리사,2457,임상심리사
KSCO,8,4,2467,임상심리사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2468,언어 및 청각능력 재활사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2468,언어 및 청각능력 재활사,2459,기타 치료·재활사 및 의료기사
KSCO,8,4,2469,기타 치료ㆍ재활사 및 의료기사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2469,기타 치료ㆍ재활사 및 의료기사,2459,기타 치료·재활사 및 의료기사
KSCO,8,4,2491,응급 구조사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2491,응급 구조사,2461,응급 구조사
KSCO,8,4,2492,위생사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2492,위생사,2462,위생사
KSCO,8,4,2493,안경사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2493,안경사,2463,안경사
KSCO,8,4,2494,보건의료정보 관리사,2464,의무 기록사
KSCO,8,4,2494,보건의료정보 관리사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2495,간호조무사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2495,간호조무사,2465,간호조무사
KSCO,8,4,2496,안마사,2466,안마사
KSCO,8,4,2496,안마사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2497,환자안전 관리사,2420,약사 및 한약사
KSCO,8,4,2497,환자안전 관리사,2414,치과 의사
KSCO,8,4,2497,환자안전 관리사,2413,한의사
KSCO,8,4,2497,환자안전 관리사,2412,일반 의사
KSCO,8,4,2497,환자안전 관리사,2411,전문 의사
KSCO,8,4,2497,환자안전 관리사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2497,환자안전 관리사,2430,간호사
KSCO,8,4,2510,보육교사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2510,보육교사,2472,보육교사
KSCO,8,4,2520,시민사회 활동가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2520,시민사회 활동가,2476,시민 단체 활동가
KSCO,8,4,2531,사회복지사,2471,사회복지사
KSCO,8,4,2531,사회복지사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2532,직업 관련 상담사,2473,직업상담사
KSCO,8,4,2532,직업 관련 상담사,2471,사회복지사
KSCO,8,4,2532,직업 관련 상담사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2533,상담 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2533,상담 전문가,2474,상담 전문가
KSCO,8,4,2534,청소년 지도사,2475,청소년 지도사
KSCO,8,4,2534,청소년 지도사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2539,기타 사회복지 전문가 및 관련 종사원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2539,기타 사회복지 전문가 및 관련 종사원,2479,기타 사회복지 관련 종사원
KSCO,8,4,2541,성직자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2541,성직자,2481,성직자
KSCO,8,4,2549,기타 종교 관련 종사원,2489,기타 종교 관련 종사원
KSCO,8,4,2549,기타 종교 관련 종사원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2611,대학교수,2511,대학교수
KSCO,8,4,2611,대학교수,2620,정부 및 공공 행정 전문가
KSCO,8,4,2612,대학 강사,2512,대학 시간강사
KSCO,8,4,2612,대학 강사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2621,중ㆍ고등학교 교사,2521,중·고등학교 교사
KSCO,8,4,2621,중ㆍ고등학교 교사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2622,초등학교 교사,2522,초등학교 교사
KSCO,8,4,2622,초등학교 교사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2623,특수교육 교사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2623,특수교육 교사,2523,특수교육 교사
KSCO,8,4,2630,유치원 교사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2630,유치원 교사,2530,유치원 교사
KSCO,8,4,2641,외국어 강사,2541,문리 및 어학 강사
KSCO,8,4,2641,외국어 강사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2642,문리 강사,2541,문리 및 어학 강사
KSCO,8,4,2642,문리 강사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2643,정보통신기술 강사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2643,정보통신기술 강사,2542,컴퓨터 강사
KSCO,8,4,2644,간호조무 및 요양보호 강사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2644,간호조무 및 요양보호 강사,2543,기술 및 기능계 강사
KSCO,8,4,2645,자동차 운전 강사,2543,기술 및 기능계 강사
KSCO,8,4,2645,자동차 운전 강사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2646,기술 및 기능계 강사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2646,기술 및 기능계 강사,2543,기술 및 기능계 강사
KSCO,8,4,2647,예능 강사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2647,예능 강사,2544,예능 강사
KSCO,8,4,2648,학습ㆍ교구 관련 방문강사,2545,학습지 및 교육 교구 방문강사
KSCO,8,4,2648,학습ㆍ교구 관련 방문강사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2649,기타 문리ㆍ기술 및 예능 강사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2649,기타 문리ㆍ기술 및 예능 강사,2549,기타 문리·기술 및 예능 강사
KSCO,8,4,2691,장학관ㆍ연구관 및 교육 관련 전문가,2591,장학관·연구관 및 교육 관련 전문가
KSCO,8,4,2691,장학관ㆍ연구관 및 교육 관련 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2692,대학 교육 조교,2592,대학 교육 조교
KSCO,8,4,2692,대학 교육 조교,2620,정부 및 공공 행정 전문가
KSCO,8,4,2699,기타 교사,2599,기타 교사
KSCO,8,4,2699,기타 교사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2711,판사 및 검사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2711,판사 및 검사,2611,판사 및 검사
KSCO,8,4,2712,변호사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2712,변호사,2612,변호사
KSCO,8,4,2713,법무사 및 집행관,2613,법무사 및 집행관
KSCO,8,4,2713,법무사 및 집행관,2620,정부 및 공공 행정 전문가
KSCO,8,4,2714,변리사,2614,변리사
KSCO,8,4,2714,변리사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2719,기타 법률 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2719,기타 법률 전문가,2619,기타 법률 전문가
KSCO,8,4,2721,정부 행정 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2722,행정사,3999,기타 사무원
KSCO,8,4,2722,행정사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2811,인사 및 노사 관련 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2811,인사 및 노사 관련 전문가,2711,인사 및 노사 관련 전문가
KSCO,8,4,2812,회계사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2812,회계사,2712,회계사
KSCO,8,4,2813,세무사,2713,세무사
KSCO,8,4,2813,세무사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2814,관세사,2714,관세사
KSCO,8,4,2814,관세사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2815,경영 및 진단 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2815,경영 및 진단 전문가,2715,경영 및 진단 전문가
KSCO,8,4,2821,투자 및 신용 분석가,2721,투자 및 신용 분석가
KSCO,8,4,2821,투자 및 신용 분석가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2822,자산 운용가,2722,자산 운용가
KSCO,8,4,2822,자산 운용가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2823,보험 및 금융 상품 개발자,2723,보험 및 금융 상품 개발자
KSCO,8,4,2823,보험 및 금융 상품 개발자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2824,증권 및 외환 딜러,2724,증권 및 외환 딜러
KSCO,8,4,2824,증권 및 외환 딜러,2620,정부 및 공공 행정 전문가
KSCO,8,4,2825,손해 사정사,2725,손해 사정사
KSCO,8,4,2825,손해 사정사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2829,기타 금융 및 보험 관련 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2829,기타 금융 및 보험 관련 전문가,2729,기타 금융 및 보험 관련 전문가
KSCO,8,4,2831,상품 기획 전문가,2731,상품 기획 전문가
KSCO,8,4,2831,상품 기획 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2832,여행 상품 개발자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2832,여행 상품 개발자,2732,여행 상품 개발자
KSCO,8,4,2833,광고 및 홍보 전문가,2733,광고 및 홍보 전문가
KSCO,8,4,2833,광고 및 홍보 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2834,조사 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2834,조사 전문가,2734,조사 전문가
KSCO,8,4,2835,행사·전시 및 회의 기획자,2620,정부 및 공공 행정 전문가
KSCO,8,4,2835,행사·전시 및 회의 기획자,2735,행사 기획자
KSCO,8,4,2841,감정 관련 전문가,2741,감정 관련 전문가
KSCO,8,4,2841,감정 관련 전문가,2620,정부 및 공공 행정 전문가
KSCO,8,4,2842,해외 영업원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2842,해외 영업원,2742,해외 영업원
KSCO,8,4,2843,기술 영업원,2620,정부 및 공공 행정 전문가
KSCO,8,4,2843,기술 영업원,2743,기술 영업원
KSCO,8,4,2844,상품 중개인 및 경매사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2844,상품 중개인 및 경매사,2744,상품 중개인 및 경매사
KSCO,8,4,2845,부동산 컨설턴트 및 중개사,2745,부동산 컨설턴트 및 중개사
KSCO,8,4,2845,부동산 컨설턴트 및 중개사,2620,정부 및 공공 행정 전문가
KSCO,8,4,2849,기타 기술 영업 및 중개 관련 종사원,2620,정부 및 공공 행정 전문가
